"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 17, 2020","30,579.09","31,611.57","32,047.98","30,394.94","21.53M","-2.58%"
"Mar 16, 2020","31,390.07","33,103.24","33,103.24","31,276.30","18.14M","-7.96%"
"Mar 13, 2020","34,103.48","31,214.13","34,769.48","29,388.97","32.59M","4.04%"
"Mar 12, 2020","32,778.14","34,472.50","34,472.50","32,493.10","25.15M","-8.18%"
"Mar 11, 2020","35,697.40","35,468.90","36,021.51","35,261.92","27.85M","0.18%"
"Mar 09, 2020","35,634.95","36,950.20","36,950.20","35,109.18","18.83M","-5.17%"
"Mar 06, 2020","37,576.62","37,613.96","37,747.07","37,011.09","18.97M","-2.32%"
"Mar 05, 2020","38,470.61","38,604.25","38,887.80","38,386.68","13.50M","0.16%"
"Mar 04, 2020","38,409.48","38,715.72","38,791.70","37,846.10","15.31M","-0.55%"
"Mar 03, 2020","38,623.70","38,480.89","38,754.24","38,142.30","10.64M","1.26%"
"Mar 02, 2020","38,144.02","38,910.95","39,083.17","37,785.99","13.39M","-0.40%"
"Feb 28, 2020","38,297.29","39,087.47","39,087.47","38,219.97","12.69M","-3.64%"
"Feb 27, 2020","39,745.66","39,947.80","39,947.80","39,423.27","9.58M","-0.36%"
"Feb 26, 2020","39,888.96","40,194.89","40,255.39","39,760.39","9.04M","-0.97%"
"Feb 25, 2020","40,281.20","40,497.72","40,536.00","40,220.59","7.26M","-0.20%"
"Feb 24, 2020","40,363.23","41,037.01","41,037.01","40,306.36","8.13M","-1.96%"
"Feb 20, 2020","41,170.12","41,334.96","41,399.93","41,134.31","8.39M","-0.37%"
"Feb 19, 2020","41,323.00","41,121.51","41,357.16","41,048.93","5.60M","1.05%"
"Feb 18, 2020","40,894.38","41,042.46","41,042.46","40,610.95","12.31M","-0.39%"
"Feb 17, 2020","41,055.69","41,324.04","41,420.34","41,030.58","6.86M","-0.49%"
"Feb 14, 2020","41,257.74","41,510.19","41,702.36","41,183.13","9.76M","-0.49%"
"Feb 13, 2020","41,459.79","41,707.21","41,709.30","41,338.31","9.12M","-0.26%"
"Feb 12, 2020","41,565.90","41,330.85","41,671.86","41,330.85","9.55M","0.85%"
"Feb 11, 2020","41,216.14","41,183.39","41,444.34","41,179.14","7.68M","0.58%"
"Feb 10, 2020","40,979.62","41,166.72","41,172.06","40,798.98","15.22M","-0.39%"
"Feb 07, 2020","41,141.85","41,394.41","41,394.41","41,073.36","15.33M","-0.40%"
"Feb 06, 2020","41,306.03","41,209.13","41,405.43","41,113.11","15.00M","0.40%"
"Feb 05, 2020","41,142.66","40,921.71","41,177.00","40,703.32","13.88M","0.87%"
"Feb 04, 2020","40,789.38","40,178.74","40,818.94","40,117.46","15.33M","2.30%"
"Feb 03, 2020","39,872.31","39,701.02","40,014.90","39,563.07","10.55M","0.34%"
"Feb 01, 2020","39,735.53","40,753.18","40,905.78","39,631.24","12.15M","-2.43%"
"Jan 31, 2020","40,723.49","41,146.56","41,154.49","40,671.01","11.52M","-0.47%"
"Jan 30, 2020","40,913.82","41,380.14","41,380.14","40,829.91","6.69M","-0.69%"
"Jan 29, 2020","41,198.66","41,131.57","41,334.86","41,108.19","7.77M","0.57%"
"Jan 28, 2020","40,966.86","41,299.68","41,333.25","40,869.75","9.85M","-0.46%"
"Jan 27, 2020","41,155.12","41,510.68","41,516.27","41,122.48","6.98M","-1.10%"
"Jan 24, 2020","41,613.19","41,377.04","41,697.03","41,275.60","6.55M","0.55%"
"Jan 23, 2020","41,386.40","41,191.50","41,413.96","41,098.91","9.94M","0.66%"
"Jan 22, 2020","41,115.38","41,467.13","41,532.29","41,059.04","7.66M","-0.50%"
